,BookTitle,Author,URL,Category,Price (EGY),Rate
358,How to Fall in Love,Cecelia Ahern,https://diwanegypt.com/product/how-to-fall-in-love/," E Literature & Fiction, E Romance, English Adults",540.0,D
359,Manual of the Warrior of Light,Paulo Coelho,https://diwanegypt.com/product/manual-of-the-warrior-of-light/," E General Fiction, E Literature & Fiction, English Adults",490.0,D
360,The Nightingale,Kristin Hannah,https://diwanegypt.com/product/the-nightingale/," E Historical Fiction, E Literature & Fiction, English Adults",685.0,D
361,Blood and Tea 1: A Tempest of Tea,Hafsah Faizal,https://diwanegypt.com/product/blood-and-tea-1-a-tempest-of-tea/," E Fantasy, E Literature & Fiction, English Adults",630.0,D
362,Discipline is Destiny: The Power of Self-Control,,https://diwanegypt.com/product/discipline-is-destiny-the-power-of-self-control/," E Personal Growth, E Self-Help, English Adults",750.0,D
363,A Surgeon and A Maverick: The Life and Pioneering Work of Magdi Yacoub,Fiona Gorman,https://diwanegypt.com/product/a-surgeon-and-a-maverick/," E Biography & Memoirs, E Biography & True Stories, English Adults",950.0,D
364,Children Of Dune,Frank Herbert,https://diwanegypt.com/product/children-of-dune/," E Fantasy, E Literature & Fiction, English Adults",685.0,D
365,The Inner Game of Tennis,"W. Timothy Gallwey, Pete Carro",https://diwanegypt.com/product/the-inner-game-of-tennis/," E Personal Growth, E Self-Help, English Adults",1020.0,D
366,Lessons in Chemistry,Bonnie Garmus,https://diwanegypt.com/product/lessons-in-chemistry-3/," E General Fiction, E Literature & Fiction, English Adults",685.0,D
367,Glucose Revolution,Jessie Inchauspe,https://diwanegypt.com/product/glucose-revolution/," E Diets & Nutrition, E Health, English Adults",1270.0,D
368,8 Rules of Love,Jay Shetty,https://diwanegypt.com/product/8-rules-of-love/," E Relationships, E Self-Help, English Adults",1010.0,D
369,(No Fear Shakespeare) Romeo and Juliet,William Shakespeare,https://diwanegypt.com/product/romeo-and-juliet-2/," E Drama, E Literature & Fiction, English Adults",880.0,D
370,Dust,Xenia Nikolskaya,https://diwanegypt.com/product/dust/," E Architecture, E Art, Fashion & Photography, English Adults",1300.0,D
371,Cairo Circles,Doma Mahmoud,https://diwanegypt.com/product/cairo-circles-2/," E General Fiction, E Literature & Fiction, English Adults",1020.0,D
372,Crying in H Mart,Michelle Zauner,https://diwanegypt.com/product/crying-in-h-mart-2/," E Biography & Memoirs, E Memoirs & Autobiographies, English Adults",720.0,D
373,Archer’S Voice,Mia Sheridan,https://diwanegypt.com/product/archers-voice/," E Literature & Fiction, E Romance, English Adults",945.0,D
374,Shoe Dog,Phil Knight,https://diwanegypt.com/product/shoe-dog/," E Business, E General Business, English Adults",685.0,D
375,One True Loves,Taylor Jenkins Reid,https://diwanegypt.com/product/one-true-loves/," E General Fiction, E Literature & Fiction, English Adults",630.0,D
376,Welcome Home,Najwa Zebian,https://diwanegypt.com/product/welcome-home/," E Personal Growth, E Self-Help, English Adults",1020.0,D
377,Misery,Stephen King,https://diwanegypt.com/product/misery/," E Literature & Fiction, E Mystery & Thrillers, English Adults",635.0,D
378,Fountain of the Drowning,Reem Bassiouney,https://diwanegypt.com/product/fountain-of-the-drowning/," E Arabic Literature in Translation, E Literature & Fiction, English Adults",290.0,D
379,Love for Imperfect Things,Haemin Sunim,https://diwanegypt.com/product/love-for-imperfect-things/," E Personal Growth, E Self-Help, English Adults",750.0,D
380,Egyptian Cooking,Samia Abdennour,https://diwanegypt.com/product/egyptian-cooking/," E Cookery, E Egyptian Cooking, English Adults",550.0,D
381,Lord of the Flies,William Golding,https://diwanegypt.com/product/lord-of-the-flies-2/," E Contemporary Classics, E Literature & Fiction, English Adults",690.0,D
382,Anatomy of the Spirit,Caroline Myss,https://diwanegypt.com/product/anatomy-of-the-spirit/," E Spirituality, E Spirituality, New Age & Yoga, English Adults",1020.0,D
383,Honour,Elif Shafak,https://diwanegypt.com/product/honour/," E General Fiction, E Literature & Fiction, English Adults",630.0,D
384,Wretched of the Earth,Frantz Fanon & Constance Farri,https://diwanegypt.com/product/wretched-of-the-earth/," E History & Politics, E World History, English Adults",685.0,D
385,The Selected Poems of Emily Dickinson,Emily Dickinson,https://diwanegypt.com/product/selected-poems-of-emily-dickin/," E Literature & Fiction, E Poetry, English Adults",350.0,D
386,Redeeming Love,Francine Rivers,https://diwanegypt.com/product/redeeming-love/," E Literature & Fiction, E Romance, English Adults",910.0,D
387,Exciting Times,Naoise Dolan,https://diwanegypt.com/product/exciting-times/," E General Fiction, E Literature & Fiction, English Adults",630.0,D
388,Shuggie Bain,Douglas Stuart,https://diwanegypt.com/product/shuggie-bain/," E Literary Fiction, E Literature & Fiction, English Adults",685.0,D
389,Home Body,Rupi Kaur,https://diwanegypt.com/product/home-body/," E Literature & Fiction, E Poetry, English Adults",880.0,D
390,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,https://diwanegypt.com/product/dr-jekyll-and-mr-hyde/," E Classics, E Literature & Fiction, English Adults",280.0,D
391,Testaments,Margaret Atwood,https://diwanegypt.com/product/testaments-2/," E Literary Fiction, E Literature & Fiction, English Adults",690.0,D
392,Ancient Egyptian Jewelry,Nigel Fletcher-Jones,https://diwanegypt.com/product/ancient-egyptian-jewelry-50-masterpieces-of-art-and-design/," E Egypt Essentials, E Egypt Essentials, English Adults",700.0,D
393,Egypt Visual Explorer Guide,Trevor Naylor,https://diwanegypt.com/product/egypt-visual-explorer-guide/," E Egypt Essentials, E Egypt Essentials, English Adults",500.0,D
394,Then She Was Gone,Lisa Jewell,https://diwanegypt.com/product/then-she-was-gone/," E Literature & Fiction, E Mystery & Thrillers, English Adults",685.0,D
395,Color Purple,Alice Walker,https://diwanegypt.com/product/color-purple/," E Literary Fiction, E Literature & Fiction, English Adults",685.0,D
396,Rising Strong,Brene Brown,https://diwanegypt.com/product/rising-strong-how-the-ability-to-reset-transforms-the-way-we-live-love-parent-and-lead/," E Personal Growth, E Self-Help, English Adults",1020.0,D
397,"Dance, Dance, Dance",Haruki Murakami,https://diwanegypt.com/product/dance-dance-dance/," E Literary Fiction, E Literature & Fiction, English Adults",685.0,D
398,Everything Is F*cked,Mark Manson,https://diwanegypt.com/product/everything-is-fcked/," E Personal Growth, E Self-Help, English Adults",1075.0,D
399,Boys of Tommen 4: Redeeming 6,Chloe Walsh,https://diwanegypt.com/product/boys-of-tommen-4-redeeming-6/," E Literature & Fiction, E Romance, English Adults",750.0,D
400,Boys of Tommen 2: Keeping 13,Chloe Walsh,https://diwanegypt.com/product/boys-of-tommen-2-keeping-13/," E Literature & Fiction, E Romance, English Adults",750.0,D
401,Boys of Tommen 1: Binding 13,Chloe Walsh,https://diwanegypt.com/product/boys-of-tommen-1-binding-13/," E Literature & Fiction, E Romance, English Adults",750.0,D
402,Mindset to Startup: The mindset and tools you need to create a value centric business,Hani W.Naguib,https://diwanegypt.com/product/mindset-to-startup-the-mindset-and-tools-you-need-to-create/," E Business, E Entrepreneurship, English Adults",1300.0,D
403,Pachinko,Min Jin Lee,https://diwanegypt.com/product/pachinko/," E Literary Fiction, E Literature & Fiction, English Adults",630.0,D
404,The Reappearance of Rachel Price,Holly Jackson,https://diwanegypt.com/product/the-reappearance-of-rachel-price/," E Literature & Fiction, E Mystery & Thrillers, English Adults",665.0,D
405,The Only One Left,Riley Sager,https://diwanegypt.com/product/the-only-one-left-2/," E Literature & Fiction, E Mystery & Thrillers, English Adults",685.0,D
406,Say You Swear,Meagan Brandy,https://diwanegypt.com/product/say-you-swear/," E Literature & Fiction, E Romance, English Adults",685.0,D
407,Happy Place,Emily Henry,https://diwanegypt.com/product/happy-place-2/," E Literature & Fiction, E Romance, English Adults",945.0,D
408,The Invisible Life of Addie La,V.E. Schwab,https://diwanegypt.com/product/the-invisible-life-of-addie-la/," E Fantasy, E Literature & Fiction, English Adults",685.0,D
409,Behave,Robert M. Sapolsky,https://diwanegypt.com/product/behave-2/," E General Psychology, E Psychology, English Adults",1260.0,D
410,Home Before Dark,Riley Sager,https://diwanegypt.com/product/home-before-dark/," E Literature & Fiction, E Mystery & Thrillers, English Adults",685.0,D
411,Gift of Therapy,Irvin Yalom,https://diwanegypt.com/product/gift-of-therapy/," E Psychology, E Therapy, English Adults",1075.0,D
412,Gifts of Imperfection,Brene Brown,https://diwanegypt.com/product/gifts-of-imperfection/," E Personal Growth, E Self-Help, English Adults",965.0,D
413,Surrounded by Narcissists,Thomas Erikson,https://diwanegypt.com/product/surrounded-by-narcissists/," E Psychology, E Social Psychology, English Adults",880.0,D
414,Working Backward,Colin Bryar & Bill Carr,https://diwanegypt.com/product/working-backward/," E Business, E General Business, English Adults",750.0,D
415,Essentialism,Greg McKeown,https://diwanegypt.com/product/essentialism-2/," E Business, E Management & Leadership, English Adults",910.0,D
416,All Your Perfects,Colleen Hoover,https://diwanegypt.com/product/all-your-perfects/," E Literature & Fiction, E Romance, English Adults",630.0,D
417,The Daevabad Trilogy #3,S. A. Chakraborty,https://diwanegypt.com/product/the-daevabad-trilogy-3/," E Fantasy, E Literature & Fiction, English Adults",685.0,D
418,House of Sky and Breath,Sarah J. Maas,https://diwanegypt.com/product/crescent-city-2/," E Fantasy, E Literature & Fiction, English Adults",1010.0,D
419,Crying in H Mart,Michelle Zauner,https://diwanegypt.com/product/crying-in-h-mart/," E Biography & Memoirs, E Memoirs & Autobiographies, English Adults",685.0,D
420,Tales from the Café,Toshikazu Kawaguchi,https://diwanegypt.com/product/tales-from-the-cafe/," E General Fiction, E Literature & Fiction, English Adults",750.0,D
421,The Man Who Mistook His Wife f,Oliver Sacks,https://diwanegypt.com/product/the-man-who-mistook-his-wife-f/," E Popular Psychology, E Psychology, English Adults",750.0,D
422,Norse Mythology,Neil Gaiman,https://diwanegypt.com/product/norse-mythology-2/," E Fantasy, E Literature & Fiction, English Adults",685.0,D
423,Perfume,Patrick Suskind,https://diwanegypt.com/product/perfume-2/," E General Fiction, E Literature & Fiction, English Adults",685.0,D
424,What We Talk About When We Talk About Love,Raymond Carver,https://diwanegypt.com/product/what-we-talk-about-when-we-tal/," E General Fiction, E Literature & Fiction, English Adults",685.0,D
425,Doors of Perception,Aldous Huxley,https://diwanegypt.com/product/doors-of-perception/," E General Psychology, E Psychology, English Adults",685.0,D
426,"Eat, Pray, Love",Elizabeth Gilbert,https://diwanegypt.com/product/eat-pray-love/," E Biography & Memoirs, E Memoirs & Autobiographies, English Adults",420.0,D
427,Alexandria Quartet,Lawrence Durrell,https://diwanegypt.com/product/alexandria-quartet/," E Contemporary Classics, E Literature & Fiction, English Adults",1140.0,D
428,The Secret Garden,Frances Hodgson Burnett,https://diwanegypt.com/product/secret-garden-4/," E Classics, E Literature & Fiction, English Adults",210.0,D
429,Lady Susan and Other Works,Jane Austen,https://diwanegypt.com/product/lady-susan-and-other-works/," E Classics, E Literature & Fiction, English Adults",280.0,D
430,Mystery of the Blue Train,Agatha Christie,https://diwanegypt.com/product/mystery-of-the-blue-train/," E Literature & Fiction, E Mystery & Thrillers, English Adults",560.0,D
431,Six Pillars of Self-Esteem,Nathaniel Branden,https://diwanegypt.com/product/six-pillars-of-self-esteem/," E Popular Psychology, E Psychology, English Adults",1130.0,D
432,Egypt The World of the Pharaoh,Regine Schulz & Matthias Seide,https://diwanegypt.com/product/egypt-the-world-of-the-pharaoh/," E Egypt Essentials, E Egypt Essentials, English Adults",1250.0,D
